Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
220,Brook Lopez,37,LAC,C,47,12,874,10.4,.528,.688,.118,2.2,14.0,8.3,7.6,1.4,5.4,11.1,17.4,-0.3,0.9,0.6,.034,-2.3,0.4,-2.0,0.0,,lopezbr01
221,Kris Murray,25,POR,SF,34,11,874,9.2,.535,.446,.240,7.4,9.4,8.4,6.3,2.2,1.4,13.8,10.4,0.4,0.7,1.2,.065,-2.7,0.7,-1.9,0.0,,murrakr01
222,Ziaire Williams,24,BRK,SF,38,5,873,11.5,.574,.677,.271,2.7,10.9,6.6,5.5,2.6,2.0,11.0,18.0,0.2,0.8,1.0,.053,-2.3,0.1,-2.2,0.0,,willizi02
223,Khris Middleton,34,2TM,SF,36,34,869,11.4,.530,.335,.250,3.7,13.4,8.5,18.7,1.4,0.9,14.4,19.7,0.1,0.2,0.3,.017,-2.7,-1.5,-4.1,-0.5,,middlkh01
223,Khris Middleton,34,WAS,SF,34,34,827,11.5,.531,.330,.230,3.8,13.4,8.6,19.2,1.5,1.0,14.7,19.5,0.1,0.2,0.3,.016,-2.6,-1.4,-4.0,-0.4,,middlkh01
223,Khris Middleton,34,DAL,SF,2,0,42,9.2,.515,.438,.625,2.6,12.3,7.5,9.5,0.0,0.0,8.9,22.4,0.0,0.0,0.0,.034,-3.4,-2.7,-6.2,0.0,,middlkh01
224,Jalen Smith,25,CHI,C,43,12,868,17.5,.608,.530,.216,10.2,26.6,18.5,8.9,1.0,3.3,10.0,19.4,1.3,0.9,2.2,.122,0.8,-1.1,-0.3,0.4,,smithja04
225,Jarred Vanderbilt,26,LAL,PF,45,3,867,11.5,.557,.429,.255,9.1,21.0,15.3,9.0,2.5,1.7,18.4,12.6,0.3,1.0,1.4,.076,-2.3,0.7,-1.6,0.1,,vandeja01
226,Mouhamed Gueye,23,ATL,PF,53,5,862,11.7,.525,.427,.225,8.3,16.4,12.3,7.7,2.3,2.9,10.1,13.5,0.4,1.1,1.5,.083,-3.0,0.6,-2.3,-0.1,,gueyemo02
227,Walter Clayton,22,2TM,PG,47,0,861,10.5,.536,.549,.233,1.9,10.2,6.0,24.1,1.5,1.4,17.0,17.5,0.2,0.1,0.4,.020,-2.1,-1.4,-3.5,-0.3,,claytwa01
227,Walter Clayton,22,UTA,PG,45,0,811,10.5,.540,.559,.242,2.0,9.9,5.9,23.6,1.4,1.4,16.8,17.3,0.3,0.0,0.3,.020,-1.8,-1.5,-3.3,-0.3,,claytwa01
227,Walter Clayton,22,MEM,PG,2,0,50,11.5,.478,.421,.105,0.0,14.9,7.5,31.3,3.8,0.0,20.1,20.6,-0.1,0.1,0.0,.010,-5.7,-0.5,-6.2,-0.1,,claytwa01
228,Coby White,25,CHI,SG,29,26,843,14.4,.586,.529,.392,0.9,12.8,6.9,23.7,1.1,0.2,16.0,27.4,0.3,0.4,0.7,.037,-1.0,-2.4,-3.4,-0.3,,whiteco01
229,Keon Ellis,26,2TM,SG,47,5,841,9.3,.535,.700,.150,2.2,6.9,4.5,5.2,3.0,2.7,9.4,13.5,0.0,0.6,0.5,.031,-2.9,1.1,-1.8,0.0,,elliske01
229,Keon Ellis,26,SAC,SG,43,5,758,9.2,.536,.689,.153,2.2,6.1,4.1,4.6,2.9,2.6,8.6,13.7,0.0,0.4,0.4,.025,-3.0,0.9,-2.1,0.0,,elliske01
229,Keon Ellis,26,CLE,SG,4,0,83,10.7,.530,.833,.111,2.6,14.5,8.5,10.3,4.0,3.3,17.5,11.4,0.0,0.1,0.1,.080,-2.7,3.4,0.7,0.1,,elliske01
230,Ja'Kobe Walter,21,TOR,SG,45,10,827,10.2,.570,.633,.199,4.1,9.2,6.6,7.2,2.4,0.9,9.2,14.0,0.5,1.0,1.5,.089,-2.8,1.0,-1.8,0.0,,walteja01
231,Paul George,35,PHI,PF,27,27,824,15.6,.556,.489,.215,1.8,17.1,9.3,18.2,2.4,1.5,10.2,22.2,0.7,1.0,1.7,.100,0.5,0.4,0.9,0.6,,georgpa01
232,Cody Williams,21,UTA,SG,42,16,821,8.5,.530,.314,.145,4.7,8.1,6.4,6.4,1.6,2.1,10.0,13.1,0.1,0.1,0.1,.008,-3.5,-1.7,-5.2,-0.7,,willico04
233,Daniel Gafford,27,DAL,C,38,28,814,16.3,.674,.000,.508,10.8,21.0,16.0,5.9,1.7,5.2,18.1,14.3,1.2,1.3,2.5,.147,-2.1,1.9,-0.3,0.4,,gaffoda01
234,Mike Conley,38,MIN,PG,44,9,812,9.0,.502,.753,.264,2.1,8.4,5.3,18.8,1.5,1.2,12.2,11.4,0.7,0.8,1.5,.088,-2.4,0.8,-1.7,0.1,,conlemi01
235,Tyus Jones,29,2TM,PG,51,9,805,8.5,.446,.651,.036,1.2,6.5,3.8,20.6,2.1,0.3,8.5,9.8,0.3,0.7,1.0,.059,-2.9,0.9,-2.1,0.0,,jonesty01
235,Tyus Jones,29,ORL,PG,48,8,754,8.5,.448,.646,.038,1.3,6.6,3.9,19.8,2.1,0.4,8.0,9.8,0.3,0.6,0.9,.060,-2.9,1.0,-1.9,0.0,,jonesty01
235,Tyus Jones,29,DAL,PG,3,1,51,8.3,.409,.727,.000,0.0,4.0,2.1,32.2,1.9,0.0,15.4,10.7,0.0,0.0,0.0,.040,-3.8,-0.5,-4.4,0.0,,jonesty01
236,Drake Powell,20,BRK,SG,42,9,802,8.4,.560,.512,.263,1.8,8.8,5.1,12.0,1.3,0.8,15.3,14.9,0.1,0.3,0.4,.022,-4.1,-1.1,-5.2,-0.6,,poweldr01
237,Marvin Bagley III,26,2TM,PF,41,8,800,20.6,.653,.077,.406,14.3,17.4,15.8,11.6,1.3,3.4,12.3,19.0,2.0,0.4,2.4,.146,1.8,-1.1,0.7,0.5,,baglema01
237,Marvin Bagley III,26,WAS,PF,38,8,731,20.6,.667,.077,.394,13.9,17.4,15.6,11.9,1.3,3.2,13.2,19.0,1.9,0.3,2.2,.145,1.9,-1.1,0.8,0.5,,baglema01
237,Marvin Bagley III,26,DAL,PF,3,0,69,19.6,.521,.080,.520,18.9,17.9,18.4,8.5,1.4,4.8,3.2,19.3,0.1,0.1,0.2,.151,0.9,-1.0,0.0,0.0,,baglema01
238,Jaxson Hayes,25,LAL,C,45,7,796,17.3,.770,.012,.467,9.9,15.7,12.9,7.6,1.2,3.3,10.7,12.3,2.3,0.7,3.0,.180,0.3,0.1,0.4,0.5,,hayesja02
239,Jaylin Williams,23,OKC,PF,41,8,792,12.2,.533,.719,.272,3.3,23.4,13.8,16.6,1.5,3.5,14.7,15.6,0.3,1.7,2.0,.123,-1.3,2.5,1.2,0.7,,willija07
240,Darius Garland,26,CLE,PG,26,26,792,15.5,.567,.435,.210,1.6,7.1,4.3,32.9,1.3,0.3,15.1,25.4,0.9,0.5,1.4,.086,0.9,-2.4,-1.5,0.1,,garlada01
241,Andre Drummond,32,PHI,C,40,19,790,17.1,.565,.235,.286,18.5,29.9,24.1,6.1,1.4,4.1,14.1,15.3,1.1,1.2,2.3,.140,-0.2,-0.7,-0.9,0.2,,drumman01
242,Nikola Jović,22,MIA,PF,44,1,789,9.7,.485,.531,.325,3.2,16.6,9.8,16.6,1.5,1.9,15.7,21.2,-0.9,1.1,0.2,.011,-3.4,0.2,-3.2,-0.2,,jovicni01
243,Vince Williams Jr.,25,2TM,PG,38,12,789,11.1,.485,.601,.164,5.2,15.1,10.1,27.7,1.7,1.9,18.2,19.3,-0.3,0.8,0.5,.031,-1.4,0.8,-0.6,0.3,,willivi01
243,Vince Williams Jr.,25,MEM,PG,34,12,736,10.9,.478,.602,.174,5.0,14.8,9.9,27.7,1.7,1.8,18.1,19.6,-0.3,0.7,0.4,.027,-1.6,0.7,-0.9,0.2,,willivi01
243,Vince Williams Jr.,25,UTA,SG,4,0,53,15.1,.588,.588,.000,8.2,18.6,13.3,28.8,0.9,3.7,19.0,16.4,0.1,0.0,0.1,.080,1.8,0.9,2.7,0.1,,willivi01
244,Tari Eason,24,HOU,PF,31,17,788,15.6,.569,.473,.110,8.4,18.1,13.3,8.3,2.5,2.0,12.6,20.2,0.7,1.3,2.0,.122,0.5,0.5,1.0,0.6,,easonta01
245,Danny Wolf,21,BRK,PF,39,8,786,12.4,.513,.469,.190,5.9,22.0,13.6,15.4,1.4,2.2,11.6,20.0,0.0,0.7,0.7,.042,-2.2,-0.4,-2.7,-0.1,,wolfda01
246,Sam Merrill,29,CLE,SG,31,22,786,15.3,.695,.811,.144,2.9,7.0,4.9,12.2,1.1,0.6,8.7,17.5,2.0,0.5,2.5,.152,2.5,-1.1,1.4,0.7,,merrisa01
247,Buddy Hield,33,2TM,SG,45,3,773,12.4,.560,.651,.113,3.7,11.8,7.7,12.6,2.3,1.1,12.0,19.7,0.1,0.9,1.0,.065,-1.2,0.1,-1.2,0.2,,hieldbu01
247,Buddy Hield,33,GSW,SG,44,3,768,12.5,.562,.650,.113,3.7,11.9,7.8,12.6,2.3,1.1,11.8,19.7,0.2,0.9,1.1,.068,-1.1,0.1,-1.0,0.2,,hieldbu01
247,Buddy Hield,33,ATL,SG,1,0,5,-16.4,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,16.7,0.0,0.0,0.0,-0.476,-17.5,-8.6,-26.1,0.0,,hieldbu01
248,Isaiah Hartenstein,27,OKC,C,30,29,772,19.8,.649,.024,.365,14.4,25.9,20.4,19.3,1.9,2.5,20.5,17.3,1.7,1.8,3.5,.215,1.0,2.5,3.5,1.1,,harteis01
249,Mitchell Robinson,27,NYK,C,39,14,766,19.8,.649,.000,.597,24.9,24.7,24.8,6.4,2.0,5.9,14.3,9.7,2.2,1.4,3.6,.226,1.6,1.0,2.6,0.9,,robinmi01
250,Jrue Holiday,35,POR,PG,27,25,763,17.8,.571,.494,.168,5.9,12.2,9.0,35.5,2.1,0.4,16.0,23.4,1.3,0.6,2.0,.123,3.2,-0.6,2.6,0.9,,holidjr01
251,Jalen Williams,24,OKC,SG,26,26,755,18.8,.555,.175,.279,2.6,14.3,8.7,28.3,2.1,1.2,10.9,26.4,0.9,1.4,2.3,.147,1.0,1.0,2.0,0.8,,willija06
252,Luka Garza,27,BOS,C,45,4,750,20.0,.688,.335,.372,15.8,11.8,13.8,8.6,1.3,2.8,9.0,16.0,2.8,0.8,3.6,.233,2.4,0.2,2.6,0.9,,garzalu01
253,Nae'Qwan Tomlin,25,CLE,PF,44,2,750,13.8,.555,.366,.214,8.9,11.1,10.0,7.3,2.2,3.4,6.1,15.3,1.0,0.9,1.9,.125,-1.7,0.7,-1.0,0.2,,tomlina01
254,Will Riley,19,WAS,SF,45,2,747,11.1,.516,.401,.241,5.0,9.3,7.1,12.1,1.7,0.6,11.7,19.1,0.0,0.1,0.0,.003,-2.5,-2.2,-4.7,-0.5,,rileywi01
255,Hugo González,19,BOS,SF,49,2,745,9.1,.537,.466,.129,6.2,17.8,12.0,4.8,2.0,1.6,14.4,11.7,0.1,1.0,1.2,.076,-3.8,1.1,-2.7,-0.2,,gonzahu01
256,Daniss Jenkins,24,DET,PG,44,7,742,14.4,.536,.378,.244,3.9,8.4,6.2,26.2,2.6,0.9,14.9,21.7,0.6,1.1,1.7,.109,-0.6,0.6,0.0,0.4,,jenkida01
257,Adem Bona,22,PHI,C,45,4,735,12.0,.626,.042,.597,11.9,14.6,13.2,1.8,1.1,7.2,18.5,10.6,0.7,0.9,1.6,.102,-3.7,0.3,-3.3,-0.2,,bonaad01
258,Steven Adams,32,HOU,C,32,11,730,15.9,.535,.000,.583,21.9,19.7,20.8,8.5,1.5,2.5,16.7,12.0,1.1,1.0,2.1,.140,-0.1,-0.4,-0.5,0.3,,adamsst01
259,Lonzo Ball,28,CLE,PG,35,3,728,9.4,.432,.835,.119,3.9,17.1,10.5,22.4,2.9,1.1,21.9,13.5,-0.4,1.1,0.7,.044,-2.9,1.9,-1.1,0.2,,balllo01
260,Corey Kispert,26,2TM,SF,35,8,714,12.8,.608,.601,.250,1.9,10.7,6.3,11.8,0.9,0.6,9.5,17.8,0.8,0.2,1.0,.068,-0.2,-2.0,-2.1,0.0,,kispeco01
260,Corey Kispert,26,WAS,SF,19,2,370,14.1,.649,.639,.286,1.7,11.0,6.3,12.4,1.0,0.7,9.5,16.7,0.7,0.0,0.7,.086,1.0,-2.0,-1.0,0.1,,kispeco01
260,Corey Kispert,26,ATL,SF,16,6,344,11.3,.570,.566,.217,2.2,10.5,6.3,11.1,0.8,0.5,9.6,19.0,0.2,0.2,0.3,.049,-1.4,-1.9,-3.3,-0.1,,kispeco01
261,Ryan Nembhard,22,DAL,PG,38,17,713,10.5,.505,.355,.053,1.2,8.7,5.0,36.1,0.7,0.1,18.0,18.0,0.0,0.4,0.5,.031,-2.3,-2.0,-4.3,-0.4,,nembhry01
262,Jaylen Clark,24,MIN,SG,53,0,711,9.8,.518,.421,.345,7.4,8.1,7.7,5.5,2.6,1.0,8.4,12.7,0.4,0.9,1.3,.087,-3.5,1.0,-2.6,-0.1,,clarkja02
263,Jordan Poole,26,NOP,PG,28,6,710,11.6,.533,.624,.287,0.9,7.0,3.9,17.5,1.3,1.2,12.2,25.5,0.0,0.1,0.1,.008,-0.9,-2.6,-3.4,-0.3,,poolejo01
264,Caris LeVert,31,DET,SG,36,0,706,12.0,.539,.487,.239,1.9,8.2,5.1,19.3,2.3,3.3,15.1,17.8,0.2,1.1,1.3,.091,-1.2,1.6,0.4,0.4,,leverca01
265,Baylor Scheierman,25,BOS,SG,49,8,705,10.8,.610,.741,.095,3.6,17.7,10.7,9.0,2.0,0.6,12.1,10.7,0.8,0.9,1.8,.121,-1.8,1.7,-0.2,0.3,,scheiba01
266,Al Horford,39,GSW,C,34,5,702,14.4,.555,.647,.085,5.1,21.3,13.1,15.8,1.8,4.7,12.4,16.0,0.5,1.1,1.6,.110,-0.2,1.6,1.4,0.6,,horfoal01
267,Bones Hyland,25,MIN,PG,47,3,696,15.1,.600,.617,.169,2.4,9.9,6.2,24.7,1.8,1.3,12.5,19.7,1.2,0.8,2.0,.137,0.7,0.5,1.2,0.6,,hylanbo01
268,Tyrese Martin,26,BRK,SG,37,6,696,10.9,.507,.596,.102,5.1,13.0,8.8,15.4,1.6,0.5,11.0,18.7,-0.1,0.4,0.3,.022,-1.5,-1.5,-3.0,-0.2,,martity01
269,Jared McCain,21,2TM,SG,41,1,694,9.8,.515,.512,.119,1.6,12.4,6.9,13.5,1.7,0.3,11.6,19.0,-0.2,0.6,0.4,.031,-2.8,-0.9,-3.7,-0.3,,mccaija01
269,Jared McCain,21,PHI,SG,37,1,620,9.5,.506,.515,.108,1.0,12.6,6.7,14.2,1.7,0.3,11.0,18.6,-0.2,0.5,0.3,.026,-2.9,-0.9,-3.8,-0.3,,mccaija01
269,Jared McCain,21,OKC,SG,4,0,74,11.9,.585,.483,.207,6.1,11.3,8.8,7.5,1.3,0.0,15.9,22.0,0.0,0.1,0.1,.067,-1.8,-1.5,-3.3,0.0,,mccaija01
